"1873/03/04","","Day","03/04/1873: Grant is inaugurated for his second term as Presid…","Grant is inaugurated for his second term as President, and Vice President Henry Wilson is sworn in. ","Ulysses S. Grant"
"1873/09/18","","Day","09/18/1873: The failure of the prominent brokerage firm Jay Co…","The failure of the prominent brokerage firm Jay Cooke & Company initiates the Panic of 1873. The underlying causes for the panic are rapidly expanding railroads, over-speculation in land and securities, and excessive issuance of paper money and inflation. As rampant selling takes place, the panic will cause the New York Stock Exchange to close for ten days on September 20. The Panic initiates six years of depression. ","Ulysses S. Grant"
"1873/10/31","","Day","10/31/1873: A Spanish cruiser near Cuba captures an alleged U.…","A Spanish cruiser near Cuba captures an alleged U.S. ship, the <i>Virginius</i>, and argues that the ship was sent to provide armaments for an invasion of the island. Before Spain's instructions not to impose the death penalty could reach Cuba, fifty-three of the men captured on the ship are executed. Tensions are calmed when Secretary of State Fish and the Spanish minister to the United States sign an agreement providing for the return of the remaining prisoners and the payment of an indemnity. ","Ulysses S. Grant"
"1873/11/19","","Day","11/19/1873: William M. “Boss” Tweed of New…","William M. “Boss” Tweed of New York's Tammany Hall is convicted on 204 charges of fraud, having relieved New York City of roughly $200 million through corrupt enterprise. He is sentenced to twelve years in prison and fined $12,550. The court of appeals will reduce his sentence, but Tweed will be arrested again in connection with other charges after his release. Tweed escapes from prison in1875 and flees to Cuba and then Spain before being recaptured. Samuel J. Tilden gains recognition for his role in breaking up the Tweed ring and reasserting control of the Democratic organization in the city. ","Ulysses S. Grant"
"1874/01/20","","Day","01/20/1874: The “salary grab bill” of March 3, 1873, is repeal…","The “salary grab bill” of March 3, 1873, is repealed, with the exception of sections pertaining to the President and Supreme Court justices. ","Ulysses S. Grant"
"1874/04/22","","Day","04/22/1874: After vacillating on the issue, Grant vetoes the i…","After vacillating on the issue, Grant vetoes the inflation bill, passed by Congress, which would have increased the money supply by $100 million to alleviate the effects of the depression. Grant understands the motivation behind the measure but believes that inflating the currency is a dangerous strategy. ","Ulysses S. Grant"
"1874/09/15","","Day","09/15/1874: Grant issues a presidential proclamation calling f…","Grant issues a presidential proclamation calling for the dispersal of the rebellious “White League” in Louisiana. Grant sends five thousand troops and three gunboats to New Orleans; the resistance ends two days later. Grant and the Republicans are criticized severely for the intervention. ","Ulysses S. Grant"
"1874/11/18","1874/11/20","Day","11/18/1874: The Women's Christian Temperance Union (WCTU) is e…","The Women's Christian Temperance Union (WCTU) is established in Cleveland, Ohio. The group is founded after a massive movement to protest the traffic of liquor in the Midwest spreads across the country. ","Ulysses S. Grant"
"1874/11/01","","Month","11/1874: Benefiting from public discomfort over the economy…","Benefiting from public discomfort over the economy and governmental corruption, Democrats enjoy success in midterm congressional elections, gaining seats in the Senate and a majority in the House. These legislators will take a more aggressive approach to the Grant scandals. ","Ulysses S. Grant"
"1875/01/10","","Day","01/10/1875: The Hawaiian Reciprocity Treaty is signed, making …","The Hawaiian Reciprocity Treaty is signed, making the islands a virtual protectorate of the United States. The treaty gives preferential and exclusive trade status to Hawaii and prevents the Hawaiians from giving any territory to a third power. ","Ulysses S. Grant"
"1875/01/14","","Day","01/14/1875: The Specie Resumption Act is passed, allowing frac…","The Specie Resumption Act is passed, allowing fractional currency and legal-tender notes to be redeemed for coin, beginning January 1, 1879. Sponsored by John Sherman, the bill also increases the number of national banks throughout the country. Grant sends a special message to Congress approving the bill. ","Ulysses S. Grant"
"1875/03/01","","Day","03/01/1875: Grant signs the Civil Rights Act of 1875, guarante…","Grant signs the Civil Rights Act of 1875, guaranteeing blacks equal rights in public places and prohibiting the exclusion of blacks from jury duty. The act includes no enforcement provisions and will be declared unconstitutional by the Supreme Court in 1883. School integration, championed by the now-deceased Charles Sumner, is not included in the bill. The act, nevertheless, creates an important precedent. ","Ulysses S. Grant"
"1875/05/10","","Day","05/10/1875: Two-hundred thirty-eight people are indicted in co…","Two-hundred thirty-eight people are indicted in connection with the “Whiskey Ring Scandal,” in which distillers conspired with Treasury Department officials to defraud the government of millions of dollars in liquor taxes. Distillers had bribed Treasury officials to evade the taxes. Grant's private secretary, Orville E. Babcock, will be indicted later in the year, another example of Grant's poor choice of appointees. ","Ulysses S. Grant"
"1875/11/22","","Day","11/22/1875: Vice President Henry Wilson di…","Vice President Henry Wilson dies. ","Ulysses S. Grant"
"1875/12/07","","Day","12/07/1875: In his annual message to Congress, Grant advocates…","In his annual message to Congress, Grant advocates nonsectarian and compulsory education. ","Ulysses S. Grant"
"1875/12/15","","Day","12/15/1875: A resolution against third presidential terms rece…","A resolution against third presidential terms receives overwhelming support in the House and is directed at Grant. The President, however, has already stated in May that he does not intend to run for reelection. ","Ulysses S. Grant"
"1876/04/04","","Day","04/04/1876: Impeachment articles against Secretary of War Will…","Impeachment articles against Secretary of War William W. Belknap are presented to the Senate. Belknap and his late wife had engaged in a scandal involving bribes from traders at Indian trading posts. Belknap resigns. ","Ulysses S. Grant"
"1876/06/14","1876/06/16","Day","06/14/1876: The Republican National Convention nominates Ruthe…","The Republican National Convention nominates Rutherford B. Hayes of Ohio for President and William A. Wheeler for vice president. ","Ulysses S. Grant"
"1876/06/25","","Day","06/25/1876: General George A. Custer and 265 men of the Sevent…","General George A. Custer and 265 men of the Seventh Cavalry are killed in a battle with Sitting Bull's Sioux Indians at Little Big Horn. ","Ulysses S. Grant"
"1876/06/27","1876/06/29","Day","06/27/1876: The Democratic National Convention nominates Samue…","The Democratic National Convention nominates Samuel J. Tilden for President and Thomas A. Hendricks for vice president. Tilden, a millionaire corporate lawyer and reform governor of New York, overthrew the corrupt Tweed Ring. ","Ulysses S. Grant"
"1876/07/22","","Day","07/22/1876: Congress authorizes the mintin…","Congress authorizes the minting of $10 million in silver for coinage to be exchanged for legal tender notes. The trade dollar is no longer to be legal tender. ","Ulysses S. Grant"
"1876/08/01","","Day","08/01/1876: Colorado is admitted to the Union as the thirty-ei…","Colorado is admitted to the Union as the thirty-eighth state. ","Ulysses S. Grant"
"1876/08/01","","Day","08/01/1876: The Senate acquits Secretary of War Belknap. While…","The Senate acquits Secretary of War Belknap. While few Senators doubt his guilt, Belknap has already resigned, and therefore most Senators believe he is not constitutionally impeachable as a result. ","Ulysses S. Grant"
"1876/11/07","","Day","11/07/1876: The presidential election results are inconclusive…","The presidential election results are inconclusive. Tilden appears to have a 300,000 edge in the popular vote as well as 184 electoral votes to Hayes's 165. But the returns from Florida, Louisiana, and South Carolina, representing 19 electoral votes, are disputed. ","Ulysses S. Grant"
"1877/01/29","","Day","01/29/1877: Both parties in Congress agree to establish a comm…","Both parties in Congress agree to establish a commission to determine results of the contested presidential election. The commission will be composed of five members of each house of Congress and five members of the Supreme Court. The commission contains eight Republicans and seven Democrats. ","Ulysses S. Grant"
"1877/02/26","","Day","02/26/1877: Ohio Republicans and southern Democrats meet in Wa…","Ohio Republicans and southern Democrats meet in Washington, D.C., and forge the Compromise of 1877. The Democrats promise to withdraw opposition to Hayes, who will in turn remove federal troops from Louisiana and South Carolina. Following the troops' removal, the Republican governments in both states collapse, marking the end of Reconstruction. ","Ulysses S. Grant"
"1877/03/02","","Day","03/02/1877: The Senate accepts the decision of the electoral c…","The Senate accepts the decision of the electoral commission, which awards the contested electoral votes and the presidency to Rutherford B. Hayes in an 8-7 vote along party lines. Though the House disagrees, the Senate's approval proves sufficient to justify the findings of the electoral commission; the House votes to accept the report. ","Ulysses S. Grant"
"1877/03/03","","Day","03/03/1877: Rutherford B. Hayes is privately sworn in as the n…","Rutherford B. Hayes is privately sworn in as the nineteenth President of the United States. Because March 4 falls on a Sunday, he will be publicly sworn in on March 5. ","Ulysses S. Grant"
