"1953/08/19","","Day","08/19/1953: Iranians, with the backing of the CIA, overthrow t…","Iranians, with the backing of the CIA, overthrow the government of Prime Minister Mohammed Mossadegh, ensuring Mohammed Reza Shah Pahlavi's hold on power. ","Dwight D. Eisenhower"
"1953/09/10","","Day","09/10/1953: Secretary of Labor Martin Durkin resigns, in large…","Secretary of Labor Martin Durkin resigns, in large part to protest the failure of the Eisenhower Administration to propose amendments to the Taft-Hartley Act. ","Dwight D. Eisenhower"
"1953/09/30","","Day","09/30/1953: Eisenhower appoints Earl Warren chief justice of t…","Eisenhower appoints Earl Warren chief justice of the Supreme Court. ","Dwight D. Eisenhower"
"1953/10/08","","Day","10/08/1953: Eisenhower announces that the Soviet Union has tes…","Eisenhower announces that the Soviet Union has tested a hydrogen bomb. ","Dwight D. Eisenhower"
"1953/12/08","","Day","12/08/1953: Eisenhower gives his “Atoms for Peace” speech to t…","Eisenhower gives his “Atoms for Peace” speech to the U.N. General Assembly in New York. ","Dwight D. Eisenhower"
"1954/01/11","","Day","01/11/1954: Eisenhower sends a special message to Congress ask…","Eisenhower sends a special message to Congress asking for changes in the Taft-Hartley labor law. ","Dwight D. Eisenhower"
"1954/03/08","","Day","03/08/1954: The United States and Japan sign a mutual defense …","The United States and Japan sign a mutual defense agreement that provides for the gradual and partial rearmament of Japan. ","Dwight D. Eisenhower"
"1954/04/23","1954/06/17","Day","04/23/1954: The Army-McCarthy hearings begin and continue for …","The Army-McCarthy hearings begin and continue for two months. ","Dwight D. Eisenhower"
"1954/05/07","","Day","05/07/1954: France surrenders its garrison at Dien Bien Phu to…","France surrenders its garrison at Dien Bien Phu to the Vietminh. ","Dwight D. Eisenhower"
"1954/05/13","","Day","05/13/1954: Eisenhower signs the St. Lawrence Seaway…","Eisenhower signs the St. Lawrence Seaway Bill. ","Dwight D. Eisenhower"
"1954/05/17","","Day","05/17/1954: The Supreme Court announces a decision i…","The Supreme Court announces a decision in <i>Brown v. Topeka Board of Education</i>, ruling that racial segregation in public schools is unconstitutional. ","Dwight D. Eisenhower"
"1954/06/18","","Day","06/18/1954: A CIA-sponsored coup in Guatemala overthrows the g…","A CIA-sponsored coup in Guatemala overthrows the government of Jacobo Arbenz Guzman. ","Dwight D. Eisenhower"
"1954/07/11","","Day","07/11/1954: The first “White Citizens Council” is organized in…","The first “White Citizens Council” is organized in Indianola, Mississippi. ","Dwight D. Eisenhower"
"1954/07/21","","Day","07/21/1954: The Geneva Accords are signed, establishing a ceas…","The Geneva Accords are signed, establishing a cease-fire and partition of Vietnam. The United States refuses to sign. ","Dwight D. Eisenhower"
"1954/09/08","","Day","09/08/1954: The United States signs the SE…","The United States signs the SEATO (South East Asian Treaty Organization) Pact. ","Dwight D. Eisenhower"
"1954/11/02","","Day","11/02/1954: The Democratic Party narrowly regains control of b…","The Democratic Party narrowly regains control of both houses of Congress. ","Dwight D. Eisenhower"
"1954/12/02","","Day","12/02/1954: The United States signs a mutual defense pact with…","The United States signs a mutual defense pact with Taiwan. ","Dwight D. Eisenhower"
"1954/12/02","","Day","12/02/1954: The Senate votes to censure Senator Joseph McCarth…","The Senate votes to censure Senator Joseph McCarthy (R-WI). ","Dwight D. Eisenhower"
"1955/01/10","","Day","01/10/1955: Chinese Communist Air Force raid the nationalist-c…","Chinese Communist Air Force raid the nationalist-controlled Tachen Islands and seize Ichiang Island. ","Dwight D. Eisenhower"
"1955/01/19","","Day","01/19/1955: The first filming of a presidential press conferen…","The first filming of a presidential press conference. ","Dwight D. Eisenhower"
"1955/01/21","","Day","01/21/1955: Eisenhower meets with Secretary of State Dulles an…","Eisenhower meets with Secretary of State Dulles and Secretary of Defense Wilson to discuss a resolution that would authorize the U.S. defense of Taiwan and the Pescadores. Congress approves the resolution on January 28. ","Dwight D. Eisenhower"
"1955/03/16","","Day","03/16/1955: Eisenhower announces that the United States would …","Eisenhower announces that the United States would use atomic weapons in the event of war with Communist China. ","Dwight D. Eisenhower"
"1955/04/11","","Day","04/11/1955: Roy Wilkins becomes Executive Secretary of the NAA…","Roy Wilkins becomes Executive Secretary of the NAACP, succeeding Walter White. ","Dwight D. Eisenhower"
"1955/05/31","","Day","05/31/1955: In <i>Brown II</i>, the Supreme Court orders schoo…","In <i>Brown II</i>, the Supreme Court orders schools integrated “with all deliberate speed.” ","Dwight D. Eisenhower"
"1955/07/12","","Day","07/12/1955: Eisenhower tells congressional leaders that the Ge…","Eisenhower tells congressional leaders that the Geneva Conference will not be another Yalta. ","Dwight D. Eisenhower"
"1955/07/18","","Day","07/18/1955: The Geneva Conference opens, attended by the heads…","The Geneva Conference opens, attended by the heads of state of Britain, France, the U.S.S.R, and the United States. ","Dwight D. Eisenhower"
"1955/07/21","","Day","07/21/1955: Eisenhower makes his “open skies” proposal at Gene…","Eisenhower makes his “open skies” proposal at Geneva. ","Dwight D. Eisenhower"
"1955/07/29","","Day","07/29/1955: Plans for the first artificial satellites, schedul…","Plans for the first artificial satellites, scheduled to be launched in 1957, are announced by the United States. ","Dwight D. Eisenhower"
"1955/08/28","","Day","08/28/1955: Fourteen-year old Emmett Till is kidnapped and mur…","Fourteen-year old Emmett Till is kidnapped and murdered in Money, Mississippi. ","Dwight D. Eisenhower"
"1955/09/24","","Day","09/24/1955: Eisenhower suffers a “moderate” heart attack in De…","Eisenhower suffers a “moderate” heart attack in Denver, Colorado. ","Dwight D. Eisenhower"
"1955/10/10","","Day","10/10/1955: The Supreme Court orders Autherine Lucy admitted t…","The Supreme Court orders Autherine Lucy admitted to the University of Alabama. ","Dwight D. Eisenhower"
"1955/11/15","","Day","11/15/1955: Adlai Stevenson announces that he will run for Pre…","Adlai Stevenson announces that he will run for President in 1956. ","Dwight D. Eisenhower"
"1955/11/25","","Day","11/25/1955: The Interstate Commerce Commission bans racial seg…","The Interstate Commerce Commission bans racial segregation on interstate trains and buses. ","Dwight D. Eisenhower"
"1955/12/01","","Day","12/01/1955: Rosa Parks is arrested in Montgomery, Alabama, for…","Rosa Parks is arrested in Montgomery, Alabama, for refusing to give up her seat on a bus to a white man. During the following week, the Montgomery African American community, led by Reverend Martin Luther King Jr., organizes a boycott of the city's buses that lasts for more than a year. ","Dwight D. Eisenhower"
"1955/12/05","","Day","12/05/1955: The merger of the American Federation of…","The merger of the American Federation of Labor (AFL) and the Congress of Industrial Organizations (CIO) is ratified. ","Dwight D. Eisenhower"
"1955/12/26","","Day","12/26/1955: Eisenhower tries to persuade Richard Nixon to take…","Eisenhower tries to persuade Richard Nixon to take a cabinet post and not stand for re-election in 1956 as vice president. ","Dwight D. Eisenhower"
"1956/01/30","","Day","01/30/1956: African American student Autherine Lucy is admitte…","African American student Autherine Lucy is admitted to the University of Alabama following a court order. ","Dwight D. Eisenhower"
"1956/02/22","","Day","02/22/1956: Eisenhower releases $1 billion worth of Uranium…","Eisenhower releases $1 billion worth of Uranium-235 for peaceful atomic purposes. ","Dwight D. Eisenhower"
"1956/02/29","","Day","02/29/1956: Eisenhower announces that he will run for a second…","Eisenhower announces that he will run for a second term as President. ","Dwight D. Eisenhower"
"1956/03/12","","Day","03/12/1956: Nineteen senators and eighty-one representatives s…","Nineteen senators and eighty-one representatives sign the “Southern Manifesto,” promising to use “all lawful means” to reverse the <i>Brown</i> decisions. ","Dwight D. Eisenhower"
"1956/04/09","","Day","04/09/1956: Eisenhower again urges Nixon to take a cabinet pos…","Eisenhower again urges Nixon to take a cabinet post. ","Dwight D. Eisenhower"
"1956/04/25","","Day","04/25/1956: Eisenhower announces that Nixon will be his runnin…","Eisenhower announces that Nixon will be his running mate in 1956. ","Dwight D. Eisenhower"
"1956/05/31","","Day","05/31/1956: Eisenhower approves U-2 spy flights over the Sovie…","Eisenhower approves U-2 spy flights over the Soviet Union. ","Dwight D. Eisenhower"
"1956/06/04","","Day","06/04/1956: In Browder v. Gayle, a three-judge district…","In <i>Browder v. Gayle</i>, a three-judge district court rules that bus segregation in Montgomery, Alabama, is unconstitutional.  ","Dwight D. Eisenhower"
"1956/06/29","","Day","06/29/1956: Eisenhower signs the Federal Aid Highway Act, prov…","Eisenhower signs the Federal Aid Highway Act, providing federal funding for the construction of a system of interstate highways for transportation and national defense. ","Dwight D. Eisenhower"
"1956/07/26","","Day","07/26/1956: Egyptian president Gamal Abdel Nasser nationalizes…","Egyptian president Gamal Abdel Nasser nationalizes the Suez Canal. ","Dwight D. Eisenhower"
"1956/08/01","","Day","08/01/1956: Eisenhower signs the Social Security Act, permitti…","Eisenhower signs the Social Security Act, permitting women to retire at age sixty-two and disabled workers at age fifty. ","Dwight D. Eisenhower"
"1956/08/01","","Day","08/01/1956: The recently discovered Salk Polio Vaccine is sold…","The recently discovered Salk Polio Vaccine is sold on the open market. ","Dwight D. Eisenhower"
"1956/08/17","","Day","08/17/1956: The Democratic National Convention nominates Adlai…","The Democratic National Convention nominates Adlai Stevenson for President. ","Dwight D. Eisenhower"
"1956/08/21","","Day","08/21/1956: Eisenhower attends the Republican National Convent…","Eisenhower attends the Republican National Convention and accepts nomination as the party's candidate for President. ","Dwight D. Eisenhower"
"1956/09/29","","Day","09/29/1956: Eisenhower appoints William J. Brennan to the Supr…","Eisenhower appoints William J. Brennan to the Supreme Court. ","Dwight D. Eisenhower"
"1956/10/22","","Day","10/22/1956: The Hungarian Revolution begin…","The Hungarian Revolution begins. ","Dwight D. Eisenhower"
"1956/10/31","","Day","10/31/1956: Israel, Britain, and France attack Egypt…","Israel, Britain, and France attack Egypt; Eisenhower condemns the attack. ","Dwight D. Eisenhower"
"1956/11/04","","Day","11/04/1956: The Soviet Union crushes the Hungarian Revolution …","The Soviet Union crushes the Hungarian Revolution via armed intervention. ","Dwight D. Eisenhower"
"1956/11/05","","Day","11/05/1956: A cease-fire is established in…","A cease-fire is established in Egypt. ","Dwight D. Eisenhower"
"1956/11/06","","Day","11/06/1956: Eisenhower defeats Stevenson by nine million votes…","Eisenhower defeats Stevenson by nine million votes to win a second term. Congress remains in the hands of the Democratic Party. ","Dwight D. Eisenhower"
"1956/11/13","","Day","11/13/1956: Supreme Court holds up Browder v. Gayle…","Supreme Court holds up <i>Browder v. Gayle</i>. ","Dwight D. Eisenhower"
"1956/12/20","","Day","12/20/1956: The Montgomery Bus Boycott comes to an e…","The Montgomery Bus Boycott comes to an end. ","Dwight D. Eisenhower"
"1957/01/05","","Day","01/05/1957: Eisenhower proposes the “Eisenhower Doctrine” rega…","Eisenhower proposes the “Eisenhower Doctrine” regarding defense of the Middle East. ","Dwight D. Eisenhower"
"1957/01/06","","Day","01/06/1957: Elvis Presley makes his third appearance on the Ed…","Elvis Presley makes his third appearance on the Ed Sullivan Show; and concern that his gyrating dance style is too lewd lead network executives to show him only from the waist up. ","Dwight D. Eisenhower"
"1957/01/20","","Day","01/20/1957: Eisenhower is inaugurated for a second term as Pre…","Eisenhower is inaugurated for a second term as President. ","Dwight D. Eisenhower"
"1957/02/14","","Day","02/14/1957: The Southern Christian Leadership Confer…","The Southern Christian Leadership Conference (SCLC) is organized in New Orleans. Martin Luther King, Jr., is elected president of the organization. ","Dwight D. Eisenhower"
"1957/03/07","","Day","03/07/1957: Congress sanctions the “Eisenhower Doctr…","Congress sanctions the “Eisenhower Doctrine.” ","Dwight D. Eisenhower"
"1957/05/06","","Day","05/06/1957: John F. Kennedy wins a Pulitzer Prize for his book…","John F. Kennedy wins a Pulitzer Prize for his book <i>Profiles in Courage</i>. ","Dwight D. Eisenhower"
"1957/05/29","","Day","05/29/1957: Secretary of the Treasury George Humphre…","Secretary of the Treasury George Humphrey resigns; Eisenhower selects Robert B. Anderson as his replacement. ","Dwight D. Eisenhower"
"1957/07/12","","Day","07/12/1957: The Surgeon General reports that scientific resear…","The Surgeon General reports that scientific research has established a link between cigarette smoking and lung cancer. ","Dwight D. Eisenhower"
"1957/08/30","","Day","08/30/1957: Senator Strom Thurmond (D-SC) filibusters against…","Senator Strom Thurmond (D-SC) filibusters against pending civil rights legislation for a record twenty-four hours, twenty-seven minutes. ","Dwight D. Eisenhower"
"1957/09/09","","Day","09/09/1957: Eisenhower signs the Civil Rights Act of 1957, the…","Eisenhower signs the Civil Rights Act of 1957, the first civil rights bill since Reconstruction. ","Dwight D. Eisenhower"
"1957/09/24","","Day","09/24/1957: Eisenhower orders federal troops to Little Rock, A…","Eisenhower orders federal troops to Little Rock, Arkansas, to end the school desegregation crisis. ","Dwight D. Eisenhower"
"1957/10/04","","Day","10/04/1957: The Soviet Union launches Sputnik…","The Soviet Union launches <i>Sputnik</i>. ","Dwight D. Eisenhower"
"1957/11/25","","Day","11/25/1957: Eisenhower suffers a vascular …","Eisenhower suffers a vascular spasm. ","Dwight D. Eisenhower"
"1958/01/27","","Day","01/27/1958: Eisenhower asks Congress for federal aid for educa…","Eisenhower asks Congress for federal aid for education. ","Dwight D. Eisenhower"
"1958/04/01","","Day","04/01/1958: Eisenhower signs legislation he hopes will stimula…","Eisenhower signs legislation he hopes will stimulate housing construction and help combat a developing economic recession. ","Dwight D. Eisenhower"
"1958/04/02","","Day","04/02/1958: Eisenhower recommends the formation of a civilian …","Eisenhower recommends the formation of a civilian agency to direct space exploration. ","Dwight D. Eisenhower"
"1958/04/27","","Day","04/27/1958: Vice President Nixon embarks on an eighteen-day to…","Vice President Nixon embarks on an eighteen-day tour of Latin America. ","Dwight D. Eisenhower"
"1958/05/13","","Day","05/13/1958: Eisenhower orders 1,000 troops from Caribbean base…","Eisenhower orders 1,000 troops from Caribbean bases to rescue Nixon, if necessary, after the Vice President was threatened on his tour of Latin America. ","Dwight D. Eisenhower"
"1958/05/14","","Day","05/14/1958: Eisenhower doubles the strength of the Sixth Fleet…","Eisenhower doubles the strength of the Sixth Fleet in the Mediterranean. ","Dwight D. Eisenhower"
"1958/06/23","","Day","06/23/1958: Eisenhower meets with African American leaders Mar…","Eisenhower meets with African American leaders Martin Luther King, Roy Wilkins, A. Philip Randolph, and Lester Granger. ","Dwight D. Eisenhower"
"1958/07/07","","Day","07/07/1958: Eisenhower signs a bill making Alaska the forty-ni…","Eisenhower signs a bill making Alaska the forty-ninth state. ","Dwight D. Eisenhower"
"1958/07/15","","Day","07/15/1958: Eisenhower orders the U.S. Marines into …","Eisenhower orders the U.S. Marines into Lebanon. ","Dwight D. Eisenhower"
"1958/08/23","","Day","08/23/1958: The People's Republic of China resumes the shellin…","The People's Republic of China resumes the shelling of Nationalist Chinese islands Quemoy and Matsu. ","Dwight D. Eisenhower"
"1958/09/22","","Day","09/22/1958: Eisenhower accepts the resignation of Sherman Adam…","Eisenhower accepts the resignation of Sherman Adams, his chief of staff, after Adams is found to have accepted improper gifts from businessmen. ","Dwight D. Eisenhower"
"1958/10/25","","Day","10/25/1958: Eisenhower orders the withdrawal of the last U.S. …","Eisenhower orders the withdrawal of the last U.S. Marines from Lebanon. ","Dwight D. Eisenhower"
"1958/09/02","","Day","09/02/1958: Eisenhower signs the National Defense Education Ac…","Eisenhower signs the National Defense Education Act. ","Dwight D. Eisenhower"
"1959/01/01","","Day","01/01/1959: Fidel Castro's revolutionaries overthrow Cuban dic…","Fidel Castro's revolutionaries overthrow Cuban dictator Fulgencio Batista. ","Dwight D. Eisenhower"
"1959/03/18","","Day","03/18/1959: Eisenhower signs a bill admitting Hawaii as the fi…","Eisenhower signs a bill admitting Hawaii as the fiftieth state. ","Dwight D. Eisenhower"
"1959/04/13","","Day","04/13/1959: Eisenhower asks Nikita Khrushchev for a partial te…","Eisenhower asks Nikita Khrushchev for a partial test-ban agreement. ","Dwight D. Eisenhower"
"1959/04/15","","Day","04/15/1959: Secretary of State John Foster Dulles resigns beca…","Secretary of State John Foster Dulles resigns because of illness; he dies on May 24. ","Dwight D. Eisenhower"
"1959/04/18","","Day","04/18/1959: Eisenhower names Christian Herter secretary of sta…","Eisenhower names Christian Herter secretary of state. ","Dwight D. Eisenhower"
"1959/04/25","","Day","04/25/1959: Eisenhower, with Queen Elizabeth, dedicates the St…","Eisenhower, with Queen Elizabeth, dedicates the St. Lawrence Seaway. ","Dwight D. Eisenhower"
"1959/07/15","","Day","07/15/1959: Eisenhower refuses to seek a Taft-Hartley injuncti…","Eisenhower refuses to seek a Taft-Hartley injunction to end the steelworkers strike. ","Dwight D. Eisenhower"
"1959/07/24","","Day","07/24/1959: Nixon and Khrushchev have their “kitchen debate” i…","Nixon and Khrushchev have their “kitchen debate” in Moscow. ","Dwight D. Eisenhower"
"1959/09/14","","Day","09/14/1959: Eisenhower signs the Landrum-Griffin Act, legislat…","Eisenhower signs the Landrum-Griffin Act, legislation meant to combat growing corruption in labor organizations. ","Dwight D. Eisenhower"
"1959/09/27","","Day","09/27/1959: Khrushchev visits the United States and meets with…","Khrushchev visits the United States and meets with Eisenhower at Camp David on September 25 and 26. ","Dwight D. Eisenhower"
"1959/10/06","","Day","10/06/1959: Eisenhower invokes a Taft-Hartley injunction in th…","Eisenhower invokes a Taft-Hartley injunction in the dockworkers strike. ","Dwight D. Eisenhower"
"1959/10/19","","Day","10/19/1959: Eisenhower invokes a Taft-Hartley injunction in th…","Eisenhower invokes a Taft-Hartley injunction in the steelworkers strike. ","Dwight D. Eisenhower"
"1960/01/02","","Day","01/02/1960: Senator John F. Kennedy announces his candidacy fo…","Senator John F. Kennedy announces his candidacy for the Democratic presidential nomination. ","Dwight D. Eisenhower"
"1960/01/04","","Day","01/04/1960: The Steelworkers strike ends with a sett…","The Steelworkers strike ends with a settlement. ","Dwight D. Eisenhower"
"1960/01/09","","Day","01/09/1960: Vice President Nixon announces his candidacy for t…","Vice President Nixon announces his candidacy for the Republican presidential nomination. ","Dwight D. Eisenhower"
"1960/01/13","","Day","01/13/1960: Eisenhower declares his support for Nixo…","Eisenhower declares his support for Nixon. ","Dwight D. Eisenhower"
"1960/02/01","","Day","02/01/1960: Civil rights sit-ins begin in Greensboro, North Ca…","Civil rights sit-ins begin in Greensboro, North Carolina. ","Dwight D. Eisenhower"
"1960/03/17","","Day","03/17/1960: Eisenhower authorizes the CIA to begin training ex…","Eisenhower authorizes the CIA to begin training exiles to invade Cuba. ","Dwight D. Eisenhower"
"1960/04/17","","Day","04/17/1960: The Student Nonviolent Coordinating Comm…","The Student Nonviolent Coordinating Committee (SNCC), a civil rights group born out of the sit-in demonstrations, organizes in Raleigh, North Carolina. ","Dwight D. Eisenhower"
"1960/05/05","","Day","05/05/1960: The Soviet Union announces that is has shot down a…","The Soviet Union announces that is has shot down an American U-2 spy plane. ","Dwight D. Eisenhower"
"1960/05/06","","Day","05/06/1960: Eisenhower signs the Civil Rights Act of…","Eisenhower signs the Civil Rights Act of 1960. ","Dwight D. Eisenhower"
"1960/05/07","","Day","05/07/1960: Eisenhower acknowledges that the United States has…","Eisenhower acknowledges that the United States has been conducting U-2 spy flights over the Soviet Union. Khrushchev announces that Francis Gary Powers, a downed U-2 pilot, has admitted to spying on the Soviet Union. ","Dwight D. Eisenhower"
"1960/05/16","","Day","05/16/1960: The Paris Summit between the Soviet Union and the …","The Paris Summit between the Soviet Union and the United States ends when Eisenhower refuses to apologize for the U-2 flights and Khrushchev refuses to meet with the President. ","Dwight D. Eisenhower"
"1960/07/13","","Day","07/13/1960: Kennedy receives the Democratic presidential nomin…","Kennedy receives the Democratic presidential nomination. ","Dwight D. Eisenhower"
"1960/07/27","","Day","07/27/1960: Nixon receives the Republican presidential nominat…","Nixon receives the Republican presidential nomination. ","Dwight D. Eisenhower"
"1960/09/07","","Day","09/07/1960: Eisenhower asks the Soviet Union to stop supportin…","Eisenhower asks the Soviet Union to stop supporting Patrice Lumumba in the Congo. ","Dwight D. Eisenhower"
"1960/09/26","","Day","09/26/1960: John F. Kennedy and Richard Nixon hold the first t…","John F. Kennedy and Richard Nixon hold the first televised presidential debate. ","Dwight D. Eisenhower"
"1960/11/08","","Day","11/08/1960: Kennedy defeats Nixon in the presidential election…","Kennedy defeats Nixon in the presidential election. ","Dwight D. Eisenhower"
"1961/01/03","","Day","01/03/1961: Eisenhower severs diplomatic relations with Cuba. …","Eisenhower severs diplomatic relations with Cuba. ","Dwight D. Eisenhower"
"1961/01/17","","Day","01/17/1961: Eisenhower's farewell address warns the nation of …","Eisenhower's farewell address warns the nation of the growing power of the American “military industrial complex.” ","Dwight D. Eisenhower"
"1961/01/20","","Day","01/20/1961: Eisenhower leaves Washington for his Gettysburg fa…","Eisenhower leaves Washington for his Gettysburg farm. ","Dwight D. Eisenhower"
